date,store_id,sku,units,lag7,lag14,lag28,rolling7_mean,rolling7_std,rolling30_mean,rolling30_std,price,price_change,promo,day_of_week,month,is_holiday,is_snap
2025-05-28,CA_1,FOODS_1_001,18,17.0,11.0,,15.142857142857142,3.976119189552018,15.8,4.901894677425396,17.691111111111113,0.0,0,2,5,False,False
2025-05-29,CA_1,FOODS_1_001,8,13.0,6.0,,14.428571428571429,4.790864322059322,15.3125,5.1214418542698175,17.691111111111113,0.0,1,3,5,False,False
2025-05-30,CA_1,FOODS_1_001,24,9.0,15.0,,16.571428571428573,5.287001130355558,15.823529411764707,5.38789492888511,17.691111111111113,0.0,0,4,5,False,False
2025-05-31,CA_1,FOODS_1_001,26,19.0,25.0,,17.571428571428573,6.3733074317066825,16.38888888888889,5.751101059683512,17.691111111111113,0.0,0,5,5,False,False
2025-06-01,CA_1,FOODS_1_001,22,20.0,18.0,,17.857142857142858,6.542898731412846,16.68421052631579,5.735393346764044,17.691111111111113,0.0,0,6,6,False,False
2025-06-02,CA_1,FOODS_1_001,13,13.0,20.0,,17.857142857142858,6.542898731412846,16.5,5.642880936468348,17.691111111111113,0.0,0,0,6,False,False
2025-06-03,CA_1,FOODS_1_001,12,14.0,19.0,,17.571428571428573,6.7788185513687385,16.285714285714285,5.586974647721763,17.691111111111113,0.0,0,1,6,False,False
2025-06-04,CA_1,FOODS_1_001,9,18.0,17.0,,16.285714285714285,7.499206307209799,15.954545454545455,5.669276200776661,17.691111111111113,0.0,0,2,6,False,False
2025-06-05,CA_1,FOODS_1_001,17,8.0,13.0,,17.571428571428573,6.553806600166117,16.0,5.5432186252458715,17.691111111111113,0.0,0,3,6,False,False
2025-06-06,CA_1,FOODS_1_001,23,24.0,9.0,,17.428571428571427,6.399404734221844,16.291666666666668,5.606511483488887,17.691111111111113,0.0,0,4,6,False,False
2025-06-07,CA_1,FOODS_1_001,16,26.0,19.0,,16.0,5.163977794943221,16.28,5.488776427097999,17.691111111111113,0.0,0,5,6,False,False
2025-06-08,CA_1,FOODS_1_001,18,22.0,20.0,,15.428571428571429,4.577377082170631,16.346153846153847,5.388449184634167,17.691111111111113,0.0,0,6,6,False,False
2025-06-09,CA_1,FOODS_1_001,17,13.0,13.0,,16.0,4.472135954999578,16.37037037037037,5.285307269636548,17.691111111111113,0.0,0,0,6,False,False
2025-06-10,CA_1,FOODS_1_001,13,12.0,14.0,,16.142857142857142,4.336994790119513,16.25,5.225471802196962,17.691111111111113,0.0,0,1,6,False,False
2025-06-11,CA_1,FOODS_1_001,8,9.0,18.0,11.0,16.0,4.618802153517004,15.96551724137931,5.355122771839861,17.691111111111113,0.0,0,2,6,False,False
2025-06-12,CA_1,FOODS_1_001,11,17.0,8.0,6.0,15.142857142857142,4.947341758580101,15.8,5.339507919985344,17.691111111111113,0.0,0,3,6,False,False
2025-06-13,CA_1,FOODS_1_001,25,23.0,24.0,15.0,15.428571428571429,5.503245795502347,16.266666666666666,5.514453318534745,17.691111111111113,0.0,0,4,6,False,False
2025-06-14,CA_1,FOODS_1_001,20,16.0,26.0,25.0,16.0,5.773502691896256,16.733333333333334,5.199027318400171,17.691111111111113,0.0,0,5,6,False,False
2025-06-15,CA_1,FOODS_1_001,20,18.0,22.0,18.0,16.285714285714285,5.936168397046637,16.9,5.221639325095073,17.691111111111113,0.0,0,6,6,False,False
2025-06-16,CA_1,FOODS_1_001,12,17.0,13.0,20.0,15.571428571428571,6.133436852128471,16.466666666666665,5.063277753510607,17.691111111111113,0.0,1,0,6,False,False
2025-06-17,CA_1,FOODS_1_001,16,13.0,12.0,19.0,16.0,6.027713773341707,16.4,5.055553450380599,17.691111111111113,0.0,1,1,6,False,False
2025-06-18,CA_1,FOODS_1_001,14,8.0,9.0,17.0,16.857142857142858,5.047394424471946,16.2,5.026824595829995,17.691111111111113,0.0,0,2,6,False,False
2025-06-19,CA_1,FOODS_1_001,11,11.0,17.0,13.0,16.857142857142858,5.047394424471946,15.933333333333334,5.085024214727775,17.691111111111113,0.0,0,3,6,False,False
2025-06-20,CA_1,FOODS_1_001,13,25.0,23.0,9.0,15.142857142857142,3.6709931185158142,15.8,5.108478415745528,17.691111111111113,0.0,0,4,6,False,False
2025-06-21,CA_1,FOODS_1_001,29,20.0,16.0,19.0,16.428571428571427,6.294366339755546,16.333333333333332,5.616068899600279,17.691111111111113,0.0,0,5,6,False,False
2025-06-22,CA_1,FOODS_1_001,14,20.0,18.0,20.0,15.571428571428571,6.133436852128471,16.5,5.463041971851116,17.691111111111113,0.0,0,6,6,False,False
2025-06-23,CA_1,FOODS_1_001,18,12.0,17.0,13.0,16.428571428571427,5.968169536721256,16.466666666666665,5.4502978933666375,17.691111111111113,0.0,0,0,6,False,False
2025-06-24,CA_1,FOODS_1_001,8,16.0,13.0,14.0,15.285714285714286,6.775305299745679,16.066666666666666,5.6197517022909755,17.691111111111113,0.0,0,1,6,False,False
2025-06-25,CA_1,FOODS_1_001,16,14.0,8.0,18.0,15.571428571428571,6.754187413675135,16.166666666666668,5.589912918532956,17.691111111111113,0.0,0,2,6,False,False
2025-06-26,CA_1,FOODS_1_001,15,11.0,11.0,8.0,16.142857142857142,6.4660284417503,16.2,5.579519198170989,17.691111111111113,0.0,0,3,6,False,False
2025-06-27,CA_1,FOODS_1_001,22,13.0,25.0,24.0,17.428571428571427,6.629659188252512,16.333333333333332,5.671059825132327,17.691111111111113,0.0,0,4,6,False,False
2025-06-28,CA_1,FOODS_1_001,22,29.0,20.0,26.0,16.428571428571427,4.894116973712515,16.8,5.536088498395685,17.691111111111113,0.0,0,5,6,False,False
2025-06-29,CA_1,FOODS_1_001,28,14.0,20.0,22.0,18.428571428571427,6.373307431706683,16.933333333333334,5.759150639803933,17.691111111111113,0.0,0,6,6,False,False
2025-06-30,CA_1,FOODS_1_001,24,18.0,12.0,13.0,19.285714285714285,6.701101544131527,16.866666666666667,5.661322699921256,17.691111111111113,0.0,1,0,6,False,False
2025-07-01,CA_1,FOODS_1_001,14,8.0,16.0,12.0,20.142857142857142,5.24177360024167,16.6,5.5992610349876575,17.691111111111113,0.0,0,1,7,False,False
2025-07-02,CA_1,FOODS_1_001,12,16.0,14.0,9.0,19.571428571428573,5.940177967511943,16.566666666666666,5.6243518145056814,17.691111111111113,0.0,0,2,7,False,False
