store_id,item_id,wm_yr_wk,sell_price
CA_1,FOODS_1_001,202520,15.92
CA_1,FOODS_1_001,202521,17.69
CA_1,FOODS_1_001,202522,17.69
CA_1,FOODS_1_001,202523,17.69
CA_1,FOODS_1_001,202524,17.69
CA_1,FOODS_1_001,202525,17.69
CA_1,FOODS_1_001,202526,17.69
CA_1,FOODS_1_001,202527,17.69
CA_1,FOODS_1_001,202528,17.69
CA_1,FOODS_1_001,202529,16.81
CA_1,FOODS_1_001,202530,17.69
CA_1,FOODS_1_001,202531,17.69
CA_1,FOODS_1_001,202532,16.81
CA_1,FOODS_1_001,202533,17.69
CA_1,FOODS_1_001,202534,17.69
CA_1,FOODS_1_001,202535,18.58
CA_1,FOODS_1_001,202536,17.69
CA_1,FOODS_1_001,202537,17.69
CA_1,FOODS_1_001,202538,17.69
CA_1,FOODS_1_001,202539,17.69
CA_1,FOODS_1_001,202540,18.58
CA_1,FOODS_1_001,202541,18.58
CA_1,FOODS_1_001,202542,17.69
CA_1,FOODS_1_001,202543,16.81
CA_1,FOODS_1_001,202544,17.69
CA_1,FOODS_1_001,202545,17.69
CA_1,FOODS_1_001,202546,17.69
CA_1,FOODS_1_001,202547,18.58
CA_1,FOODS_1_001,202548,17.69
CA_1,FOODS_1_001,202549,18.58
CA_1,FOODS_1_001,202550,17.69
CA_1,FOODS_1_001,202551,17.69
CA_1,FOODS_1_001,202552,18.58
CA_1,FOODS_1_001,202501,17.69
CA_1,FOODS_1_001,202601,17.69
CA_1,FOODS_1_001,202602,17.69
CA_1,FOODS_1_001,202603,17.69
CA_1,FOODS_1_001,202604,17.69
CA_1,FOODS_1_001,202605,17.69
CA_1,FOODS_1_001,202606,17.69
CA_1,FOODS_1_001,202607,17.69
CA_1,FOODS_1_001,202608,17.69
CA_1,FOODS_1_001,202609,18.58
CA_1,FOODS_1_001,202610,17.69
CA_1,FOODS_1_001,202611,16.81
CA_1,FOODS_1_001,202612,17.69
CA_1,FOODS_1_001,202613,17.69
CA_1,FOODS_1_001,202614,18.58
CA_1,FOODS_1_001,202615,17.69
CA_1,FOODS_1_001,202616,17.69
CA_1,FOODS_1_001,202617,17.69
CA_1,FOODS_1_001,202618,17.69
CA_1,FOODS_1_001,202619,15.92
CA_1,FOODS_1_001,202620,17.69
CA_1,FOODS_1_002,202520,7.13
CA_1,FOODS_1_002,202521,7.92
CA_1,FOODS_1_002,202522,7.92
CA_1,FOODS_1_002,202523,7.92
CA_1,FOODS_1_002,202524,7.92
CA_1,FOODS_1_002,202525,7.92
CA_1,FOODS_1_002,202526,7.92
CA_1,FOODS_1_002,202527,7.52
CA_1,FOODS_1_002,202528,7.92
CA_1,FOODS_1_002,202529,7.92
CA_1,FOODS_1_002,202530,7.92
CA_1,FOODS_1_002,202531,7.92
CA_1,FOODS_1_002,202532,7.92
CA_1,FOODS_1_002,202533,7.52
CA_1,FOODS_1_002,202534,7.92
CA_1,FOODS_1_002,202535,8.31
CA_1,FOODS_1_002,202536,7.52
CA_1,FOODS_1_002,202537,7.52
CA_1,FOODS_1_002,202538,7.92
CA_1,FOODS_1_002,202539,7.92
CA_1,FOODS_1_002,202540,7.13
CA_1,FOODS_1_002,202541,7.13
CA_1,FOODS_1_002,202542,7.92
CA_1,FOODS_1_002,202543,7.52
CA_1,FOODS_1_002,202544,7.92
CA_1,FOODS_1_002,202545,8.31
CA_1,FOODS_1_002,202546,7.92
CA_1,FOODS_1_002,202547,7.92
CA_1,FOODS_1_002,202548,7.92
CA_1,FOODS_1_002,202549,7.92
CA_1,FOODS_1_002,202550,7.92
CA_1,FOODS_1_002,202551,7.92
CA_1,FOODS_1_002,202552,8.31
CA_1,FOODS_1_002,202501,7.92
CA_1,FOODS_1_002,202601,7.92
CA_1,FOODS_1_002,202602,8.31
CA_1,FOODS_1_002,202603,7.92
CA_1,FOODS_1_002,202604,7.92
CA_1,FOODS_1_002,202605,7.13
CA_1,FOODS_1_002,202606,7.92
CA_1,FOODS_1_002,202607,7.92
CA_1,FOODS_1_002,202608,7.52
CA_1,FOODS_1_002,202609,7.92
CA_1,FOODS_1_002,202610,7.92
CA_1,FOODS_1_002,202611,7.52
CA_1,FOODS_1_002,202612,7.92
CA_1,FOODS_1_002,202613,7.92
CA_1,FOODS_1_002,202614,7.92
CA_1,FOODS_1_002,202615,7.92
CA_1,FOODS_1_002,202616,7.92
CA_1,FOODS_1_002,202617,7.92
CA_1,FOODS_1_002,202618,7.92
CA_1,FOODS_1_002,202619,7.52
CA_1,FOODS_1_002,202620,7.92
CA_1,FOODS_1_003,202520,13.43
CA_1,FOODS_1_003,202521,13.43
CA_1,FOODS_1_003,202522,12.76
CA_1,FOODS_1_003,202523,13.43
CA_1,FOODS_1_003,202524,14.11
CA_1,FOODS_1_003,202525,13.43
CA_1,FOODS_1_003,202526,13.43
CA_1,FOODS_1_003,202527,13.43
CA_1,FOODS_1_003,202528,13.43
CA_1,FOODS_1_003,202529,13.43
CA_1,FOODS_1_003,202530,13.43
CA_1,FOODS_1_003,202531,13.43
CA_1,FOODS_1_003,202532,14.11
CA_1,FOODS_1_003,202533,12.76
CA_1,FOODS_1_003,202534,12.76
CA_1,FOODS_1_003,202535,13.43
CA_1,FOODS_1_003,202536,14.11
CA_1,FOODS_1_003,202537,13.43
CA_1,FOODS_1_003,202538,13.43
CA_1,FOODS_1_003,202539,13.43
CA_1,FOODS_1_003,202540,13.43
CA_1,FOODS_1_003,202541,13.43
CA_1,FOODS_1_003,202542,13.43
CA_1,FOODS_1_003,202543,13.43
CA_1,FOODS_1_003,202544,12.09
CA_1,FOODS_1_003,202545,14.11
CA_1,FOODS_1_003,202546,12.76
CA_1,FOODS_1_003,202547,13.43
CA_1,FOODS_1_003,202548,13.43
CA_1,FOODS_1_003,202549,13.43
CA_1,FOODS_1_003,202550,13.43
CA_1,FOODS_1_003,202551,12.09
CA_1,FOODS_1_003,202552,12.76
CA_1,FOODS_1_003,202501,13.43
CA_1,FOODS_1_003,202601,13.43
CA_1,FOODS_1_003,202602,13.43
CA_1,FOODS_1_003,202603,14.11
CA_1,FOODS_1_003,202604,13.43
CA_1,FOODS_1_003,202605,13.43
CA_1,FOODS_1_003,202606,13.43
CA_1,FOODS_1_003,202607,12.76
CA_1,FOODS_1_003,202608,13.43
